"Country","Year","Season","Area","Fleets","Fleet1","Catch.Cat.","Discards.Imported.Or.Raised","Catch..kg","Source","p","Catch..kgOld"
"Ireland",2006,1,"27.7.k","OTB_DEF_100-119_0_0","OTB_DEF","Landings","Imported",1389.088,"FillCountry",1.046,1328
"Ireland",2006,1,"27.7.k","OTB_DEF_70-99_0_0","OTB_DEF","Discards","Imported",293.48,"Imported",1,293.48
"Ireland",2006,1,"27.7.k","OTB_DEF_70-99_0_0","OTB_DEF","Landings","Imported",1160.014,"FillCountry",1.046,1109
"Ireland",2006,2,"27.7.b","GNS_DEF_120-219_0_0","GNS_DEF","Landings","Imported",82.634,"FillCountry",1.046,79
"Ireland",2006,2,"27.7.b","OTB_CRU_70-99_0_0","OTB_CRU","Discards","Imported",238.17,"Imported",1,238.17
"Ireland",2006,2,"27.7.b","OTB_CRU_70-99_0_0","OTB_CRU","Landings","Imported",941.4,"FillCountry",1.046,900
"Ireland",2006,2,"27.7.b","OTB_DEF_100-119_0_0","OTB_DEF","Discards","Imported",1127.88,"Imported",1,1127.88
"Ireland",2006,2,"27.7.b","OTB_DEF_100-119_0_0","OTB_DEF","Landings","Imported",4458.052,"FillCountry",1.046,4262
"Ireland",2006,2,"27.7.b","OTB_DEF_70-99_0_0","OTB_DEF","Discards","Imported",920.93,"Imported",1,920.93
"Ireland",2006,2,"27.7.b","OTB_DEF_70-99_0_0","OTB_DEF","Landings","Imported",3640.08,"FillCountry",1.046,3480
"Ireland",2006,2,"27.7.c","GNS_DEF_120-219_0_0","GNS_DEF","Landings","Imported",243.718,"FillCountry",1.046,233
"Ireland",2006,2,"27.7.c","OTB_CRU_100-119_0_0","OTB_CRU","Discards","Imported",3.71,"Imported",1,3.71
"Ireland",2006,2,"27.7.c","OTB_CRU_100-119_0_0","OTB_CRU","Landings","Imported",14.644,"FillCountry",1.046,14
"Ireland",2006,2,"27.7.c","OTB_CRU_70-99_0_0","OTB_CRU","Discards","Imported",696.52,"Imported",1,696.52
"Ireland",2006,2,"27.7.c","OTB_CRU_70-99_0_0","OTB_CRU","Landings","Imported",2753.072,"FillCountry",1.046,2632
"Ireland",2006,2,"27.7.c","OTB_DEF_100-119_0_0","OTB_DEF","Discards","Imported",319.42,"Imported",1,319.42
"Ireland",2006,2,"27.7.c","OTB_DEF_100-119_0_0","OTB_DEF","Landings","Imported",1262.522,"FillCountry",1.046,1207
"Ireland",2006,2,"27.7.c","OTB_DEF_70-99_0_0","OTB_DEF","Discards","Imported",720.07,"Imported",1,720.07
"Ireland",2006,2,"27.7.c","OTB_DEF_70-99_0_0","OTB_DEF","Landings","Imported",2846.166,"FillCountry",1.046,2721
"Ireland",2006,2,"27.7.f","GNS_DEF_120-219_0_0","GNS_DEF","Landings","Imported",8.368,"FillCountry",1.046,8
"Ireland",2006,2,"27.7.f","OTB_CRU_100-119_0_0","OTB_CRU","Landings","Imported",20.92,"FillCountry",1.046,20
"Ireland",2006,2,"27.7.f","OTB_CRU_70-99_0_0","OTB_CRU","Landings","Imported",17.782,"FillCountry",1.046,17
"Ireland",2006,2,"27.7.f","OTB_DEF_100-119_0_0","OTB_DEF","Landings","Imported",11.506,"FillCountry",1.046,11
"Ireland",2006,2,"27.7.f","OTB_DEF_70-99_0_0","OTB_DEF","Landings","Imported",13.598,"FillCountry",1.046,13
"Ireland",2006,2,"27.7.f","TBB_DEF_70-99_0_0","TBB_DEF","Landings","Imported",1708.118,"FillCountry",1.046,1633
"Ireland",2006,2,"27.7.g","GNS_DEF_120-219_0_0","GNS_DEF","Landings","Imported",1312.73,"FillCountry",1.046,1255
"Ireland",2006,2,"27.7.g","MIS_MIS_0_0_0_HC","MIS_MIS","Landings","Imported",463.378,"Imported",1.046,443
"Ireland",2006,2,"27.7.g","OTB_CRU_100-119_0_0","OTB_CRU","Discards","Imported",0,"FillCountry",1,0
"Ireland",2006,2,"27.7.g","OTB_CRU_100-119_0_0","OTB_CRU","Landings","Imported",1526.114,"FillCountry",1.046,1459
"Ireland",2006,2,"27.7.g","OTB_CRU_70-99_0_0","OTB_CRU","Discards","Imported",0,"FillCountry",1,0
"Ireland",2006,2,"27.7.g","OTB_CRU_70-99_0_0","OTB_CRU","Landings","Imported",3514.56,"Imported",1.046,3360
"Ireland",2006,2,"27.7.g","OTB_DEF_100-119_0_0","OTB_DEF","Discards","Imported",0,"FillCountry",1,0
"Ireland",2006,2,"27.7.g","OTB_DEF_100-119_0_0","OTB_DEF","Landings","Imported",2552.24,"FillCountry",1.046,2440
"Ireland",2006,2,"27.7.g","OTB_DEF_70-99_0_0","OTB_DEF","Discards","Imported",0,"FillCountry",1,0
"Ireland",2006,2,"27.7.g","OTB_DEF_70-99_0_0","OTB_DEF","Landings","Imported",3974.8,"FillCountry",1.046,3800
"Ireland",2006,2,"27.7.g","SSC_DEF_100-119_0_0","MIS_MIS","Landings","Imported",1399.548,"FillCountry",1.046,1338
"Ireland",2006,2,"27.7.g","TBB_DEF_70-99_0_0","TBB_DEF","Discards","Imported",0,"FillCountry",1,0
"Ireland",2006,2,"27.7.g","TBB_DEF_70-99_0_0","TBB_DEF","Landings","Imported",10661.878,"Imported",1.046,10193
"Ireland",2006,2,"27.7.h","OTB_CRU_100-119_0_0","OTB_CRU","Discards","Imported",0,"FillCountry",1,0
"Ireland",2006,2,"27.7.h","OTB_CRU_100-119_0_0","OTB_CRU","Landings","Imported",20.92,"FillCountry",1.046,20
"Ireland",2006,2,"27.7.h","OTB_DEF_100-119_0_0","OTB_DEF","Discards","Imported",0,"FillCountry",1,0
"Ireland",2006,2,"27.7.h","OTB_DEF_100-119_0_0","OTB_DEF","Landings","Imported",17.782,"FillCountry",1.046,17
"Ireland",2006,2,"27.7.h","TBB_DEF_70-99_0_0","TBB_DEF","Landings","Imported",1542.85,"FillCountry",1.046,1475
"Ireland",2006,2,"27.7.j","GNS_DEF_120-219_0_0","GNS_DEF","Landings","Imported",319.03,"Imported",1.046,305
"Ireland",2006,2,"27.7.j","OTB_CRU_100-119_0_0","OTB_CRU","Discards","Imported",127.55,"Imported",1,127.55
"Ireland",2006,2,"27.7.j","OTB_CRU_100-119_0_0","OTB_CRU","Landings","Imported",504.172,"FillCountry",1.046,482
"Ireland",2006,2,"27.7.j","OTB_CRU_70-99_0_0","OTB_CRU","Discards","Imported",51.6,"Imported",1,51.6
"Ireland",2006,2,"27.7.j","OTB_CRU_70-99_0_0","OTB_CRU","Landings","Imported",203.97,"FillCountry",1.046,195
"Ireland",2006,2,"27.7.j","OTB_DEF_100-119_0_0","OTB_DEF","Discards","Imported",2507.16,"Imported",1,2507.16
"Ireland",2006,2,"27.7.j","OTB_DEF_100-119_0_0","OTB_DEF","Landings","Imported",9909.804,"Imported",1.046,9474
"Ireland",2006,2,"27.7.j","OTB_DEF_70-99_0_0","OTB_DEF","Discards","Imported",1728.07,"Imported",1,1728.07
"Ireland",2006,2,"27.7.j","OTB_DEF_70-99_0_0","OTB_DEF","Landings","Imported",6830.38,"FillCountry",1.046,6530
"Ireland",2006,2,"27.7.j","SSC_DEF_100-119_0_0","MIS_MIS","Landings","Imported",210.246,"FillCountry",1.046,201
"Ireland",2006,2,"27.7.j","TBB_DEF_70-99_0_0","TBB_DEF","Discards","Imported",0,"FillCountry",1,0
"Ireland",2006,2,"27.7.j","TBB_DEF_70-99_0_0","TBB_DEF","Landings","Imported",327.398,"FillCountry",1.046,313
"Ireland",2006,2,"27.7.k","OTB_CRU_100-119_0_0","OTB_CRU","Discards","Imported",362.55,"Imported",1,362.55
"Ireland",2006,2,"27.7.k","OTB_CRU_100-119_0_0","OTB_CRU","Landings","Imported",1433.02,"FillCountry",1.046,1370
"Ireland",2006,2,"27.7.k","OTB_CRU_70-99_0_0","OTB_CRU","Discards","Imported",564.2,"Imported",1,564.2
"Ireland",2006,2,"27.7.k","OTB_CRU_70-99_0_0","OTB_CRU","Landings","Imported",2230.072,"FillCountry",1.046,2132
"Ireland",2006,2,"27.7.k","OTB_DEF_100-119_0_0","OTB_DEF","Discards","Imported",124.11,"Imported",1,124.11
"Ireland",2006,2,"27.7.k","OTB_DEF_100-119_0_0","OTB_DEF","Landings","Imported",490.574,"FillCountry",1.046,469
"Ireland",2006,2,"27.7.k","OTB_DEF_70-99_0_0","OTB_DEF","Discards","Imported",268.61,"Imported",1,268.61
"Ireland",2006,2,"27.7.k","OTB_DEF_70-99_0_0","OTB_DEF","Landings","Imported",1061.69,"FillCountry",1.046,1015
"Ireland",2006,3,"27.7.b","GNS_DEF_120-219_0_0","GNS_DEF","Landings","Imported",39.748,"FillCountry",1.046,38
"Ireland",2006,3,"27.7.b","OTB_CRU_70-99_0_0","OTB_CRU","Discards","Imported",70.92,"Imported",1,70.92
"Ireland",2006,3,"27.7.b","OTB_CRU_70-99_0_0","OTB_CRU","Landings","Imported",280.328,"FillCountry",1.046,268
"Ireland",2006,3,"27.7.b","OTB_DEF_100-119_0_0","OTB_DEF","Discards","Imported",618.98,"Imported",1,618.98
"Ireland",2006,3,"27.7.b","OTB_DEF_100-119_0_0","OTB_DEF","Landings","Imported",2446.594,"FillCountry",1.046,2339
"Ireland",2006,3,"27.7.b","OTB_DEF_70-99_0_0","OTB_DEF","Discards","Imported",705.52,"Imported",1,705.52
"Ireland",2006,3,"27.7.b","OTB_DEF_70-99_0_0","OTB_DEF","Landings","Imported",2788.636,"FillCountry",1.046,2666
"Ireland",2006,3,"27.7.c","GNS_DEF_120-219_0_0","GNS_DEF","Landings","Imported",208.154,"FillCountry",1.046,199
"Ireland",2006,3,"27.7.c","OTB_CRU_100-119_0_0","OTB_CRU","Discards","Imported",6.62,"Imported",1,6.62
"Ireland",2006,3,"27.7.c","OTB_CRU_100-119_0_0","OTB_CRU","Landings","Imported",26.15,"FillCountry",1.046,25
"Ireland",2006,3,"27.7.c","OTB_CRU_70-99_0_0","OTB_CRU","Discards","Imported",400.92,"Imported",1,400.92
"Ireland",2006,3,"27.7.c","OTB_CRU_70-99_0_0","OTB_CRU","Landings","Imported",1584.69,"FillCountry",1.046,1515
"Ireland",2006,3,"27.7.c","OTB_DEF_100-119_0_0","OTB_DEF","Discards","Imported",139.99,"Imported",1,139.99
"Ireland",2006,3,"27.7.c","OTB_DEF_100-119_0_0","OTB_DEF","Landings","Imported",553.334,"FillCountry",1.046,529
"Ireland",2006,3,"27.7.c","OTB_DEF_70-99_0_0","OTB_DEF","Discards","Imported",106.91,"Imported",1,106.91
"Ireland",2006,3,"27.7.c","OTB_DEF_70-99_0_0","OTB_DEF","Landings","Imported",422.584,"FillCountry",1.046,404
"Ireland",2006,3,"27.7.e","TBB_DEF_70-99_0_0","TBB_DEF","Landings","Imported",180.958,"FillCountry",1.046,173
"Ireland",2006,3,"27.7.f","TBB_DEF_70-99_0_0","TBB_DEF","Landings","Imported",222.798,"FillCountry",1.046,213
"Ireland",2006,3,"27.7.g","GNS_DEF_120-219_0_0","GNS_DEF","Landings","Imported",735.338,"FillCountry",1.046,703
"Ireland",2006,3,"27.7.g","MIS_MIS_0_0_0_HC","MIS_MIS","Landings","Imported",44.978,"Imported",1.046,43
"Ireland",2006,3,"27.7.g","OTB_CRU_100-119_0_0","OTB_CRU","Discards","Imported",0,"FillCountry",1,0
"Ireland",2006,3,"27.7.g","OTB_CRU_100-119_0_0","OTB_CRU","Landings","Imported",430.952,"FillCountry",1.046,412
"Ireland",2006,3,"27.7.g","OTB_CRU_70-99_0_0","OTB_CRU","Discards","Imported",0,"FillCountry",1,0
"Ireland",2006,3,"27.7.g","OTB_CRU_70-99_0_0","OTB_CRU","Landings","Imported",615.048,"Imported",1.046,588
"Ireland",2006,3,"27.7.g","OTB_DEF_100-119_0_0","OTB_DEF","Discards","Imported",0,"FillCountry",1,0
"Ireland",2006,3,"27.7.g","OTB_DEF_100-119_0_0","OTB_DEF","Landings","Imported",1607.702,"FillCountry",1.046,1537
"Ireland",2006,3,"27.7.g","OTB_DEF_70-99_0_0","OTB_DEF","Discards","Imported",0,"FillCountry",1,0
"Ireland",2006,3,"27.7.g","OTB_DEF_70-99_0_0","OTB_DEF","Landings","Imported",4391.108,"FillCountry",1.046,4198
"Ireland",2006,3,"27.7.g","SSC_DEF_100-119_0_0","MIS_MIS","Landings","Imported",930.94,"FillCountry",1.046,890
"Ireland",2006,3,"27.7.g","TBB_DEF_70-99_0_0","TBB_DEF","Discards","Imported",0,"FillCountry",1,0
"Ireland",2006,3,"27.7.g","TBB_DEF_70-99_0_0","TBB_DEF","Landings","Imported",7680.778,"Imported",1.046,7343
"Ireland",2006,3,"27.7.h","GNS_DEF_120-219_0_0","GNS_DEF","Landings","Imported",3.138,"FillCountry",1.046,3
"Ireland",2006,3,"27.7.h","OTB_CRU_100-119_0_0","OTB_CRU","Discards","Imported",0,"FillCountry",1,0
"Ireland",2006,3,"27.7.h","OTB_CRU_100-119_0_0","OTB_CRU","Landings","Imported",21.966,"FillCountry",1.046,21
"Ireland",2006,3,"27.7.h","TBB_DEF_70-99_0_0","TBB_DEF","Landings","Imported",1790.752,"FillCountry",1.046,1712
"Ireland",2006,3,"27.7.j","GNS_DEF_120-219_0_0","GNS_DEF","Landings","Imported",212.338,"FillCountry",1.046,203
"Ireland",2006,3,"27.7.j","OTB_CRU_100-119_0_0","OTB_CRU","Discards","Imported",16.67,"Imported",1,16.67
"Ireland",2006,3,"27.7.j","OTB_CRU_100-119_0_0","OTB_CRU","Landings","Imported",65.898,"FillCountry",1.046,63
"Ireland",2006,3,"27.7.j","OTB_CRU_70-99_0_0","OTB_CRU","Discards","Imported",69.07,"Imported",1,69.07
"Ireland",2006,3,"27.7.j","OTB_CRU_70-99_0_0","OTB_CRU","Landings","Imported",273.006,"FillCountry",1.046,261
"Ireland",2006,3,"27.7.j","OTB_DEF_100-119_0_0","OTB_DEF","Discards","Imported",2200.97,"Imported",1,2200.97
"Ireland",2006,3,"27.7.j","OTB_DEF_100-119_0_0","OTB_DEF","Landings","Imported",8699.582,"FillCountry",1.046,8317
"Ireland",2006,3,"27.7.j","OTB_DEF_70-99_0_0","OTB_DEF","Discards","Imported",1553.94,"Imported",1,1553.94
"Ireland",2006,3,"27.7.j","OTB_DEF_70-99_0_0","OTB_DEF","Landings","Imported",6142.112,"FillCountry",1.046,5872
"Ireland",2006,3,"27.7.j","SSC_DEF_100-119_0_0","MIS_MIS","Landings","Imported",270.914,"FillCountry",1.046,259
"Ireland",2006,3,"27.7.k","GNS_DEF_120-219_0_0","GNS_DEF","Landings","Imported",83.68,"FillCountry",1.046,80
"Ireland",2006,3,"27.7.k","OTB_CRU_100-119_0_0","OTB_CRU","Discards","Imported",61.13,"Imported",1,61.13
"Ireland",2006,3,"27.7.k","OTB_CRU_100-119_0_0","OTB_CRU","Landings","Imported",241.626,"FillCountry",1.046,231
"Ireland",2006,3,"27.7.k","OTB_CRU_70-99_0_0","OTB_CRU","Discards","Imported",518.95,"Imported",1,518.95
"Ireland",2006,3,"27.7.k","OTB_CRU_70-99_0_0","OTB_CRU","Landings","Imported",2051.206,"FillCountry",1.046,1961
"Ireland",2006,3,"27.7.k","OTB_DEF_100-119_0_0","OTB_DEF","Discards","Imported",91.56,"Imported",1,91.56
"Ireland",2006,3,"27.7.k","OTB_DEF_100-119_0_0","OTB_DEF","Landings","Imported",361.916,"FillCountry",1.046,346
"Ireland",2006,3,"27.7.k","OTB_DEF_70-99_0_0","OTB_DEF","Discards","Imported",93.15,"Imported",1,93.15
"Ireland",2006,3,"27.7.k","OTB_DEF_70-99_0_0","OTB_DEF","Landings","Imported",368.192,"FillCountry",1.046,352
"Ireland",2006,3,"27.7.k","TBB_DEF_70-99_0_0","TBB_DEF","Landings","Imported",63.806,"FillCountry",1.046,61
"Ireland",2006,4,"27.7.b","GNS_DEF_120-219_0_0","GNS_DEF","Landings","Imported",6.276,"FillCountry",1.046,6
"Ireland",2006,4,"27.7.b","MIS_MIS_0_0_0_HC","MIS_MIS","Landings","Imported",4.184,"Imported",1.046,4
"Ireland",2006,4,"27.7.b","OTB_CRU_70-99_0_0","OTB_CRU","Discards","Imported",532.98,"Imported",1,532.98
"Ireland",2006,4,"27.7.b","OTB_CRU_70-99_0_0","OTB_CRU","Landings","Imported",2106.644,"Imported",1.046,2014
"Ireland",2006,4,"27.7.b","OTB_DEF_100-119_0_0","OTB_DEF","Discards","Imported",566.58,"Imported",1,566.58
"Ireland",2006,4,"27.7.b","OTB_DEF_100-119_0_0","OTB_DEF","Landings","Imported",2239.486,"FillCountry",1.046,2141
"Ireland",2006,4,"27.7.b","OTB_DEF_70-99_0_0","OTB_DEF","Discards","Imported",503.07,"Imported",1,503.07
"Ireland",2006,4,"27.7.b","OTB_DEF_70-99_0_0","OTB_DEF","Landings","Imported",1988.446,"FillCountry",1.046,1901
"Ireland",2006,4,"27.7.c","GNS_DEF_120-219_0_0","GNS_DEF","Landings","Imported",5.23,"FillCountry",1.046,5
"Ireland",2006,4,"27.7.c","OTB_CRU_70-99_0_0","OTB_CRU","Discards","Imported",41.28,"Imported",1,41.28
"Ireland",2006,4,"27.7.c","OTB_CRU_70-99_0_0","OTB_CRU","Landings","Imported",163.176,"FillCountry",1.046,156
"Ireland",2006,4,"27.7.c","OTB_DEF_100-119_0_0","OTB_DEF","Discards","Imported",84.68,"Imported",1,84.68
"Ireland",2006,4,"27.7.c","OTB_DEF_100-119_0_0","OTB_DEF","Landings","Imported",334.72,"FillCountry",1.046,320
"Ireland",2006,4,"27.7.c","OTB_DEF_70-99_0_0","OTB_DEF","Discards","Imported",175.98,"Imported",1,175.98
"Ireland",2006,4,"27.7.c","OTB_DEF_70-99_0_0","OTB_DEF","Landings","Imported",695.59,"FillCountry",1.046,665
"Ireland",2006,4,"27.7.f","OTB_DEF_100-119_0_0","OTB_DEF","Landings","Imported",7.322,"FillCountry",1.046,7
"Ireland",2006,4,"27.7.f","OTB_DEF_70-99_0_0","OTB_DEF","Landings","Imported",11.506,"FillCountry",1.046,11
"Ireland",2006,4,"27.7.f","TBB_DEF_70-99_0_0","TBB_DEF","Landings","Imported",314.846,"FillCountry",1.046,301
"Ireland",2006,4,"27.7.g","GNS_DEF_120-219_0_0","GNS_DEF","Landings","Imported",217.568,"FillCountry",1.046,208
"Ireland",2006,4,"27.7.g","MIS_MIS_0_0_0_HC","MIS_MIS","Landings","Imported",118.198,"Imported",1.046,113
"Ireland",2006,4,"27.7.g","OTB_CRU_100-119_0_0","OTB_CRU","Discards","Imported",0,"FillCountry",1,0
"Ireland",2006,4,"27.7.g","OTB_CRU_100-119_0_0","OTB_CRU","Landings","Imported",470.7,"FillCountry",1.046,450
"Ireland",2006,4,"27.7.g","OTB_CRU_70-99_0_0","OTB_CRU","Discards","Imported",0,"FillCountry",1,0
"Ireland",2006,4,"27.7.g","OTB_CRU_70-99_0_0","OTB_CRU","Landings","Imported",2015.642,"Imported",1.046,1927
"Ireland",2006,4,"27.7.g","OTB_DEF_100-119_0_0","OTB_DEF","Discards","Imported",0,"FillCountry",1,0
"Ireland",2006,4,"27.7.g","OTB_DEF_100-119_0_0","OTB_DEF","Landings","Imported",1006.252,"FillCountry",1.046,962
"Ireland",2006,4,"27.7.g","OTB_DEF_70-99_0_0","OTB_DEF","Discards","Imported",0,"FillCountry",1,0
"Ireland",2006,4,"27.7.g","OTB_DEF_70-99_0_0","OTB_DEF","Landings","Imported",3541.756,"Imported",1.046,3386
"Ireland",2006,4,"27.7.g","SSC_DEF_100-119_0_0","MIS_MIS","Landings","Imported",469.654,"FillCountry",1.046,449
"Ireland",2006,4,"27.7.g","TBB_DEF_70-99_0_0","TBB_DEF","Discards","Imported",0,"FillCountry",1,0
"Ireland",2006,4,"27.7.g","TBB_DEF_70-99_0_0","TBB_DEF","Landings","Imported",4660.976,"FillCountry",1.046,4456
"Ireland",2006,4,"27.7.h","TBB_DEF_70-99_0_0","TBB_DEF","Landings","Imported",114.014,"FillCountry",1.046,109
"Ireland",2006,4,"27.7.j","GNS_DEF_120-219_0_0","GNS_DEF","Landings","Imported",92.048,"FillCountry",1.046,88
"Ireland",2006,4,"27.7.j","MIS_MIS_0_0_0_HC","MIS_MIS","Landings","Imported",1.046,"Imported",1.046,1
"Ireland",2006,4,"27.7.j","OTB_CRU_100-119_0_0","OTB_CRU","Discards","Imported",5.03,"Imported",1,5.03
"Ireland",2006,4,"27.7.j","OTB_CRU_100-119_0_0","OTB_CRU","Landings","Imported",19.874,"FillCountry",1.046,19
"Ireland",2006,4,"27.7.j","OTB_CRU_70-99_0_0","OTB_CRU","Discards","Imported",28.58,"Imported",1,28.58
"Ireland",2006,4,"27.7.j","OTB_CRU_70-99_0_0","OTB_CRU","Landings","Imported",112.968,"FillCountry",1.046,108
"Ireland",2006,4,"27.7.j","OTB_DEF_100-119_0_0","OTB_DEF","Discards","Imported",1476.4,"Imported",1,1476.4
"Ireland",2006,4,"27.7.j","OTB_DEF_100-119_0_0","OTB_DEF","Landings","Imported",5835.634,"FillCountry",1.046,5579
"Ireland",2006,4,"27.7.j","OTB_DEF_70-99_0_0","OTB_DEF","Discards","Imported",797.61,"Imported",1,797.61
"Ireland",2006,4,"27.7.j","OTB_DEF_70-99_0_0","OTB_DEF","Landings","Imported",3152.644,"Imported",1.046,3014
"Ireland",2006,4,"27.7.j","SSC_DEF_100-119_0_0","MIS_MIS","Landings","Imported",212.338,"FillCountry",1.046,203
"Ireland",2006,4,"27.7.j","TBB_DEF_70-99_0_0","TBB_DEF","Discards","Imported",0,"FillCountry",1,0
"Ireland",2006,4,"27.7.j","TBB_DEF_70-99_0_0","TBB_DEF","Landings","Imported",217.568,"FillCountry",1.046,208
"Ireland",2006,4,"27.7.k","GNS_DEF_120-219_0_0","GNS_DEF","Landings","Imported",54.392,"FillCountry",1.046,52
"Ireland",2006,4,"27.7.k","OTB_CRU_100-119_0_0","OTB_CRU","Discards","Imported",1.59,"Imported",1,1.59
"Ireland",2006,4,"27.7.k","OTB_CRU_100-119_0_0","OTB_CRU","Landings","Imported",6.276,"FillCountry",1.046,6
"Ireland",2006,4,"27.7.k","OTB_CRU_70-99_0_0","OTB_CRU","Discards","Imported",2.91,"Imported",1,2.91
"Ireland",2006,4,"27.7.k","OTB_CRU_70-99_0_0","OTB_CRU","Landings","Imported",11.506,"FillCountry",1.046,11
"Ireland",2006,4,"27.7.k","OTB_DEF_100-119_0_0","OTB_DEF","Discards","Imported",125.44,"Imported",1,125.44
"Ireland",2006,4,"27.7.k","OTB_DEF_100-119_0_0","OTB_DEF","Landings","Imported",495.804,"FillCountry",1.046,474
"Ireland",2006,4,"27.7.k","OTB_DEF_70-99_0_0","OTB_DEF","Discards","Imported",3.18,"Imported",1,3.18
"Ireland",2006,4,"27.7.k","OTB_DEF_70-99_0_0","OTB_DEF","Landings","Imported",12.552,"FillCountry",1.046,12
"Ireland",2007,1,"27.7.b","OTB_CRU_70-99_0_0","OTB_CRU","Discards","Imported",138.93,"Imported",1,138.93
"Ireland",2007,1,"27.7.b","OTB_CRU_70-99_0_0","OTB_CRU","Landings","Imported",452.824,"FillCountry",1.058,428
"Ireland",2007,1,"27.7.b","OTB_DEF_100-119_0_0","OTB_DEF","Discards","Imported",2682.92,"Imported",1,2682.92
"Ireland",2007,1,"27.7.b","OTB_DEF_100-119_0_0","OTB_DEF","Landings","Imported",8744.37,"FillCountry",1.058,8265
"Ireland",2007,1,"27.7.b","OTB_DEF_70-99_0_0","OTB_DEF","Discards","Imported",1289.36,"Imported",1,1289.36
"Ireland",2007,1,"27.7.b","OTB_DEF_70-99_0_0","OTB_DEF","Landings","Imported",4202.376,"FillCountry",1.058,3972
"Ireland",2007,1,"27.7.b","SSC_DEF_100-119_0_0","MIS_MIS","Landings","Imported",3.174,"FillCountry",1.058,3
"Ireland",2007,1,"27.7.c","OTB_CRU_100-119_0_0","OTB_CRU","Discards","Imported",77.26,"Imported",1,77.26
"Ireland",2007,1,"27.7.c","OTB_CRU_100-119_0_0","OTB_CRU","Landings","Imported",251.804,"FillCountry",1.058,238
"Ireland",2007,1,"27.7.c","OTB_CRU_70-99_0_0","OTB_CRU","Discards","Imported",175.62,"Imported",1,175.62
"Ireland",2007,1,"27.7.c","OTB_CRU_70-99_0_0","OTB_CRU","Landings","Imported",572.378,"FillCountry",1.058,541
"Ireland",2007,1,"27.7.c","OTB_DEF_100-119_0_0","OTB_DEF","Discards","Imported",223.01,"Imported",1,223.01
"Ireland",2007,1,"27.7.c","OTB_DEF_100-119_0_0","OTB_DEF","Landings","Imported",726.846,"FillCountry",1.058,687
"Ireland",2007,1,"27.7.c","OTB_DEF_70-99_0_0","OTB_DEF","Discards","Imported",235.99,"Imported",1,235.99
"Ireland",2007,1,"27.7.c","OTB_DEF_70-99_0_0","OTB_DEF","Landings","Imported",769.166,"FillCountry",1.058,727
"Ireland",2007,1,"27.7.e","TBB_DEF_70-99_0_0","TBB_DEF","Landings","Imported",14.812,"FillCountry",1.058,14
"Ireland",2007,1,"27.7.f","TBB_DEF_70-99_0_0","TBB_DEF","Landings","Imported",440.128,"FillCountry",1.058,416
"Ireland",2007,1,"27.7.g","GNS_DEF_120-219_0_0","GNS_DEF","Landings","Imported",121.67,"FillCountry",1.058,115
"Ireland",2007,1,"27.7.g","MIS_MIS_0_0_0_HC","MIS_MIS","Landings","Imported",10.58,"FillCountry",1.058,10
"Ireland",2007,1,"27.7.g","OTB_CRU_100-119_0_0","OTB_CRU","Discards","Imported",254.34,"Imported",1,254.34
"Ireland",2007,1,"27.7.g","OTB_CRU_100-119_0_0","OTB_CRU","Landings","Imported",1178.612,"FillCountry",1.058,1114
"Ireland",2007,1,"27.7.g","OTB_CRU_70-99_0_0","OTB_CRU","Discards","Imported",1605.49,"Imported",1,1605.49
"Ireland",2007,1,"27.7.g","OTB_CRU_70-99_0_0","OTB_CRU","Landings","Imported",7439.856,"Imported",1.058,7032
"Ireland",2007,1,"27.7.g","OTB_DEF_100-119_0_0","OTB_DEF","Discards","Imported",829.46,"Imported",1,829.46
"Ireland",2007,1,"27.7.g","OTB_DEF_100-119_0_0","OTB_DEF","Landings","Imported",3843.714,"Imported",1.058,3633
"Ireland",2007,1,"27.7.g","OTB_DEF_70-99_0_0","OTB_DEF","Discards","Imported",1642.7,"Imported",1,1642.7
"Ireland",2007,1,"27.7.g","OTB_DEF_70-99_0_0","OTB_DEF","Landings","Imported",7612.31,"Imported",1.058,7195
"Ireland",2007,1,"27.7.g","SSC_DEF_100-119_0_0","MIS_MIS","Landings","Imported",603.06,"FillCountry",1.058,570
"Ireland",2007,1,"27.7.g","TBB_DEF_70-99_0_0","TBB_DEF","Discards","Imported",0,"FillCountry",1,0
"Ireland",2007,1,"27.7.g","TBB_DEF_70-99_0_0","TBB_DEF","Landings","Imported",13573.082,"FillCountry",1.058,12829
"Ireland",2007,1,"27.7.h","TBB_DEF_70-99_0_0","TBB_DEF","Landings","Imported",1121.48,"FillCountry",1.058,1060
"Ireland",2007,1,"27.7.j","GNS_DEF_120-219_0_0","GNS_DEF","Landings","Imported",306.82,"FillCountry",1.058,290
"Ireland",2007,1,"27.7.j","MIS_MIS_0_0_0_HC","MIS_MIS","Landings","Imported",15.87,"Imported",1.058,15
"Ireland",2007,1,"27.7.j","OTB_CRU_70-99_0_0","OTB_CRU","Discards","Imported",54.21,"Imported",1,54.21
"Ireland",2007,1,"27.7.j","OTB_CRU_70-99_0_0","OTB_CRU","Landings","Imported",176.686,"FillCountry",1.058,167
"Ireland",2007,1,"27.7.j","OTB_DEF_100-119_0_0","OTB_DEF","Discards","Imported",4126.8,"Imported",1,4126.8
"Ireland",2007,1,"27.7.j","OTB_DEF_100-119_0_0","OTB_DEF","Landings","Imported",13450.354,"Imported",1.058,12713
