Country	Season	Season type	Year	Stock	Area	Fleets	Effort	UnitEffort	Catch. kg	Catch Cat.	Report cat.	Discards Imported Or Raised
Spain	1	Quarter	2020	sol.27.8ab	27.8.b	GNS_DEF_60-79_0_0	710	kWd	29.90	Landings	R-Reported	Imported
Spain	1	Quarter	2020	sol.27.8ab	27.8.b	LLS_DEF_0_0_0	251	kWd	0.00	Landings	R-Reported	Imported
France	4	Quarter	2020	sol.27.8ab	27.8.a	OTB_DEF_>=70_0_0	1026071	kWd	0.00	Logbook Registered Discard	R-Reported	Imported
France	1	Quarter	2020	sol.27.8ab	27.8.a	GNS_DEF_100-119_0_0_all	781073	kWd	325.89	Discards	R-Reported	Imported
France	3	Quarter	2020	sol.27.8ab	27.8.b	GNS_DEF_all_0_0_all	129242	kWd	0.00	Discards	R-Reported	Imported
France	2	Quarter	2020	sol.27.8ab	27.8.b	GTR_DEF_100-119_0_0_all	466135	kWd	125273.48	Landings	R-Reported	Imported
France	1	Quarter	2020	sol.27.8ab	27.8.b	GNS_DEF_all_0_0_all	75339	kWd	835.61	Landings	R-Reported	Imported
France	1	Quarter	2020	sol.27.8ab	27.8.a	GTR_DEF_100-119_0_0_all	550386	kWd	0.00	Logbook Registered Discard	R-Reported	Imported
France	3	Quarter	2020	sol.27.8ab	27.8.b	MIS_MIS_0_0_0	674090	kWd	0.00	Logbook Registered Discard	R-Reported	Imported
France	4	Quarter	2020	sol.27.8ab	27.8.a	OTB_DEF_<16_0_0_all	10876	kWd	52.78	Landings	R-Reported	Imported
France	2	Quarter	2020	sol.27.8ab	27.8.a	OTB_DEF_<16_0_0_all	6137	kWd	134.52	Landings	R-Reported	Imported
France	4	Quarter	2020	sol.27.8ab	27.8.b	GTR_DEF_100-119_0_0_all	491530	kWd	292602.46	Landings	R-Reported	Imported
France	4	Quarter	2020	sol.27.8ab	27.8.b	GNS_DEF_100-119_0_0_all	296090	kWd	19612.91	Landings	R-Reported	Imported
France	2	Quarter	2020	sol.27.8ab	27.8.a	OTT_CRU_>=70_0_0	1501764	kWd	2573.31	Discards	R-Reported	Imported
France	1	Quarter	2020	sol.27.8ab	27.8.b	OTB_CRU_>=70_0_0	6816	kWd	0.00	Logbook Registered Discard	R-Reported	Imported
Belgium	3	Quarter	2020	sol.27.8ab	27.8.b	TBB_DEF_70-99_0_0_all	623280	kWd	298978.00	Landings	R-Reported	Imported
Spain	4	Quarter	2020	sol.27.8ab	27.8.b	OTB_MPD_>=70_0_0	0	kWd	0.00	Landings	R-Reported	Imported
France	4	Quarter	2020	sol.27.8ab	27.8.b	OTB_DEF_>=70_0_0	311696	kWd	40098.89	Landings	R-Reported	Imported
France	3	Quarter	2020	sol.27.8ab	27.8.b	GNS_DEF_100-119_0_0_all	162726	kWd	5002.10	Landings	R-Reported	Imported
France	2	Quarter	2020	sol.27.8ab	27.8.b	GNS_DEF_100-119_0_0_all	222080	kWd	0.00	Logbook Registered Discard	R-Reported	Imported
France	2	Quarter	2020	sol.27.8ab	27.8.b	MIS_MIS_0_0_0	640433	kWd	4276.57	Landings	R-Reported	Imported
France	1	Quarter	2020	sol.27.8ab	27.8.b	OTB_DEF_32-69_0_0	7421	kWd	0.00	Logbook Registered Discard	R-Reported	Imported
Spain	2	Quarter	2020	sol.27.8ab	27.8.a	OTB_DEF_>=70_0_0	161690	kWd	441.00	Landings	R-Reported	Imported
Spain	1	Quarter	2020	sol.27.8ab	27.8.a	OTB_DEF_>=70_0_0	140616	kWd	189.00	Landings	R-Reported	Imported
France	4	Quarter	2020	sol.27.8ab	27.8.a	OTB_DEF_>=70_0_0	1026071	kWd	0.00	Discards	R-Reported	Imported
France	1	Quarter	2020	sol.27.8ab	27.8.a	GNS_DEF_100-119_0_0_all	781073	kWd	31947.89	Landings	R-Reported	Imported
France	3	Quarter	2020	sol.27.8ab	27.8.b	GNS_DEF_all_0_0_all	129242	kWd	165.35	Landings	R-Reported	Imported
France	3	Quarter	2020	sol.27.8ab	27.8.a	OTB_DEF_<16_0_0_all	2364	kWd	109.94	Landings	R-Reported	Imported
France	1	Quarter	2020	sol.27.8ab	27.8.a	GTR_DEF_100-119_0_0_all	550386	kWd	4821.57	Discards	R-Reported	Imported
